,sentence,year_from,year_to
768,стапува в ред,1948,1948
769,сонцето оди пред таа колона,1948,1948
770,пролетна песна,1948,1948
771,под земи трева со скришна мисла,1948,1948
772,са зима расте расте,1948,1948
773,а в пролет извор зелен и бистер,1948,1948
774,на бујни извира пласје,1948,1948
775,животот плодно ми се слеа,1948,1948
776,со тебе таткова земјо,1948,1948
777,в гради ко в бразда со тивка смеа,1948,1948
778,ми никне твоето семе,1948,1948
779,со твојте лозја во листеж еден,1948,1948
780,јас дишам небо модро,1948,1948
781,со ваква љубов прв пат те гледам,1948,1948
782,пченичке поле родно,1948,1948
783,и колку звучна радост ми буди,1948,1948
784,мостон што ние го прајме,1948,1948
785,та твојот полет ме носи чуден,1948,1948
786,о роден слободен крај мој,1948,1948
787,и кога сега песна ми зрее,1948,1948
788,знам кому ќе ја речам,1948,1948
789,на мојот народ што дивно пее,1948,1948
790,што пее в ѕвездена вечер,1948,1948
791,о моја младост не мисли в пролет,1948,1948
792,за твојот дел и среќа,1948,1948
793,со ржта бујна во ширно поле,1948,1948
794,никне и сињо цвеќе,1948,1948
795,на твојот народ со одот силен,1948,1948
796,и твојот занес иде,1948,1948
797,о младост биди сив сокол крилен,1948,1948
798,сив крилен сокол биди,1948,1948
799,весела песна,1948,1948
800,разведри чело намрштено,1948,1948
801,толку е убав овој ден,1948,1948
802,доста си седел во мразна соба,1948,1948
803,излези будалче однесен,1948,1948
804,полето малу снежец го покрил,1948,1948
805,на сонце сето се смеј и сјај,1948,1948
806,излези таму насмеј се и ти,1948,1948
807,сонцето скокот ќе ти нај,1948,1948
808,зелена тревка таму ќе видиш,1948,1948
809,зелена тревка крај колски пат,1948,1948
810,сети се оти пак видок има,1948,1948
811,две срца да се преграбат,1948,1948
